LastName	FirstName	ID	Residence	DateofBirth
Haroun	Jad	20129640	Tripoli	24/10/1983
Hachem	Marilyne	20141430	Jounieh	17/5/1980
Samarani	Farah	20140621	Sahel Alma	15/3/1979
Frem	Marianne	20168769	Byblos	11/7/1983
Bou-Khalil	Christopher	20128781	Adma	1/3/1962
Al Soueity	Gaelle	20142891	Nahr Ibrahim	20/10/1981
Al Soueity	Alexandro	20188394	Chekka	1/8/1951
Samarani	Youmna	20117745	Byblos	12/12/1967
Abi Chahine	Joe	20111600	Jounieh	22/11/1987
Alkadri	Mohamad	20153347	Chekka	18/9/1968
Youssef	Ghady	20135396	Selaata	27/9/1961
Al Soueity	Tonia	20178128	Adma	19/7/1995
Youssef	Serena	20189286	Zouk Mikael	3/4/1973
Abi Younes	Romy	20112943	Naccache	30/5/1998
Chayban	Christopher	20170851	Amchit	3/4/1960
Abou Younes	Yara	20175050	Awkar	2/9/2000
Sfeir	Ahed	20122093	Jounieh	22/8/1955
Al Hallak	Marilyne	20166684	Zouk Mikael	9/11/1960
El Haddad	Lea	20122759	Byblos	3/10/1960
El Haddad	Louis	20141981	Chekka	5/8/1997
Frem	Yara	20154988	Zouk Mosbeh	5/10/1982
Zarifeh	Joseph	20128878	Blat	29/2/1970
Anastasiou Bountoktzi	Sarah	20178988	Sahel Alma	13/3/1960
Al Rassi	Nour	20137791	Chekka	17/8/1998
Al Rassi	Marianne	20118970	Blat	19/5/1990
Abou Younes	Serena	20143100	Amchit	21/11/1980
Matta	Lea	20156643	Anfeh	29/4/1960
Charbel	Dennis	20147976	Jounieh	6/6/1976
Assaf	Rouba	20152281	Zouk Mikael	16/9/1990
Abi Younes	Gaelle	20126672	Zouk Mosbeh	15/10/1949
Matta	Youmna	20118028	Jounieh	25/10/1951
Frem	Serena	20130799	Zouk Mosbeh	26/11/1991
Alkadri	Ahed	20110515	Nahr Ibrahim	2/10/1969
El Mouzawak	Youmna	20115491	Selaata	9/1/1945
Samarani	Youmna	20163759	Chekka	1/9/1957
Chayban	Youmna	20138784	Zouk Mikael	1/4/1991
Abi Younes	Yara	20159710	Blat	9/3/1979
Charbel	Serena	20149426	Jounieh	26/3/1982
Haroun	Lea	20137891	Anfeh	27/5/1975
Abi Chahine	John	20164976	Batroun	2/4/1992
Frem	Sarah	20140833	Adma	2/6/1958
Yaacoub	Ghady	20175558	Naccache	20/1/1953
El-Alam	Yasmina	20110999	Awkar	28/4/1965
Zarifeh	Joseph	20173232	Nahr Ibrahim	3/12/1966
Abi Akl	Rimane	20139945	Blat	31/5/1980
Al Rassi	Nour	20138280	Zouk Mosbeh	30/12/1948
Yaacoub	Rimane	20162107	Awkar	31/9/1976
Assaf	Peter	20187214	Byblos	8/12/1947
Samarani	Tonia	20131207	Zouk Mikael	23/7/1961
Frem	Sarah	20172582	Selaata	31/10/1982
Rizk	Francesca	20132698	Chekka	9/9/1988
Al Hallak	Sarah	20138393	Zouk Mikael	31/2/1970
Sfeir	Dennis	20149472	Amchit	30/12/1956
Al Soueity	Marilyne	20150806	Jounieh	18/6/1947
Chayban	Lea	20170270	Zouk Mikael	12/12/1982
Haroun	Tonia	20169269	Tripoli	1/12/1995
Yaacoub	Mohamad	20128921	Naccache	3/3/1959
Charbel	Jean	20111549	Awkar	12/11/1960
Issa	Layla	20147038	Amchit	18/7/1953
Abi Akl	Lea	20164054	Sahel Alma	6/5/1948
Ghamrawi	Joe	20166151	Byblos	9/6/1955
Sfeir	Yasmina	20159353	Zouk Mosbeh	17/5/1972
Al Hallak	Serena	20120074	Blat	15/10/1987
El Teress	Lamia	20183710	Adma	3/2/1973
Yaacoub	Yasmine	20125171	Awkar	6/1/1986
El Haddad	Maria	20178314	Adma	1/3/1951
Abi Akl	Serena	20157437	Dorms	2/4/1951
El-Alam	Louis	20126053	Jounieh	22/12/1984
Elam	Tonia	20133034	Naccache	19/9/1963
Ghamrawi	Louis	20164678	Zouk Mosbeh	6/6/1948
Frem	Serena	20185241	Tripoli	16/8/1982
Anastasiou Bountoktzi	Sarah	20159711	Chekka	5/2/1978
El Haddad	Peter	20158732	Sahel Alma	8/2/1969
Rizk	Farah	20186618	Dbayeh	20/10/1973
Abi Chahine	Rouba	20165587	Zouk Mikael	12/12/1960
Bou-Khalil	Lea	20135076	Adma	28/4/1978
Daher	Rouba	20132158	Amchit	28/5/1990
Frem	Alexandro	20150186	Naccache	29/6/1994
Frem	Sarah	20110291	Batroun	2/10/1957
Doumiati	Sarah	20123862	Awkar	8/4/1987
Youssef	Francesca	20114256	Anfeh	6/9/1990
Abi Chahine	Ryan	20137106	Byblos	24/10/1980
Slaiby	Jean	20145052	Zouk Mikael	25/9/1963
Matta	Maria	20123382	Adma	8/3/1977
El Mouzawak	Francesca	20180316	Sahel Alma	31/1/1958
Slaiby	Farah	20183210	Nahr Ibrahim	14/12/1972
Zeina	Mohamad	20140925	Naccache	24/4/1968
Al Rassi	Jad	20185462	Blat	15/11/1989
Alkadri	Jad	20163228	Tripoli	24/5/1957
Daher	Farah	20118478	Zouk Mosbeh	23/6/1996
El Mouzawak	Sarah	20152971	Sahel Alma	31/8/1965
Assaf	Nour	20114864	Tripoli	10/10/1969
Zarifeh	Ryan	20137466	Amchit	31/12/1996
Bou-Khalil	Ramza	20112804	Jounieh	10/4/1950
Matta	Lea	20132595	Amchit	16/8/1972
Medawar	Farah	20169560	Zouk Mikael	5/3/1985
Medawar	Dennis	20151256	Sahel Alma	1/1/1966
Bou-Khalil	Yara	20140960	Awkar	25/5/1967
Yaacoub	Serena	20133980	Jounieh	13/2/1954
Yaacoub	Lea	20177558	Anfeh	26/6/1956
Al Hallak	Elisa	20188732	Selaata	21/2/1955
Sfeir	Rouba	20136335	Amchit	18/3/1963
Alkadri	Layla	20188156	Selaata	17/6/1982
Abi Chahine	Lamia	20184968	Zouk Mosbeh	22/7/1992
Ishak	Leah	20137832	Chekka	29/4/1984
Charbel	Rouba	20115768	Batroun	9/5/1959
Daher	Tony	20153974	Selaata	4/12/1984
Samarani	Rouba	20147019	Amchit	30/5/1993
Samarani	Ghady	20160847	Anfeh	19/6/1993
Alkhuder	Elisa	20152219	Blat	14/11/1992
Elam	Yara	20162208	Byblos	20/9/1995
Youssef	Yasmina	20136971	Tripoli	12/3/1971
El Teress	Layla	20119883	Batroun	20/11/1971
Abi Akl	Marilyne	20148189	Awkar	2/7/1980
Abi Akl	Maria	20121670	Zouk Mikael	18/8/1960
Abi Younes	Lea	20131992	Batroun	1/6/1951
Zarifeh	Francesca	20157497	Zouk Mikael	1/2/1982
Al Hallak	Joseph	20148247	Batroun	14/1/1979
Elam	Francesca	20114286	Byblos	12/7/1998
Alkhuder	Maria	20146809	Byblos	18/6/1949
Al Soueity	Marianne	20135424	Tripoli	4/4/1971
Abi Chahine	Ahed	20179766	Naccache	28/7/1998
Elam	Lea	20188676	Tripoli	23/1/1950
Bou-Khalil	Joseph	20126031	Sahel Alma	10/11/1960
Elam	Gaelle	20114744	Selaata	12/12/1966
Daher	Marianne	20129949	Blat	7/1/1970
Issa	Dennis	20126200	Amchit	6/3/1975
El-Alam	Ghady	20184196	Anfeh	26/4/1954
Haroun	Louis	20138402	Nahr Ibrahim	6/1/1989
Zarifeh	Jean	20189785	Selaata	11/12/1990
Abi Chahine	Ramza	20153606	Selaata	6/6/1966
Issa	Maria	20147595	Sahel Alma	16/9/1948
Yaacoub	Tony	20154307	Zouk Mosbeh	4/1/1971
El Mouzawak	Sarah	20139319	Blat	4/5/1980
Anastasiou Bountoktzi	Tony	20149619	Zouk Mosbeh	12/6/1954
Zarifeh	Yara	20110470	Dorms	24/12/1985
Abi Younes	Louis	20116432	Naccache	19/4/1980
Al Rassi	Mohamad	20119955	Nahr Ibrahim	15/12/1965
Rizk	Jad	20180311	Selaata	7/6/1995
Rizk	Ryan	20153411	Naccache	10/4/1962
Elam	Marilyne	20165070	Zouk Mikael	20/6/1972
Alkhuder	Alexandro	20135558	Selaata	24/7/1970
Matta	Yasmina	20175893	Jounieh	29/3/1975
Al Hallak	Jean	20184341	Anfeh	26/8/1992
Abi Younes	Lea	20135254	Jounieh	6/2/1972
Elam	Jean	20153401	Byblos	30/7/1979
El Haddad	Marilyne	20124467	Naccache	13/9/1968
Ishak	Ramza	20185584	Chekka	14/6/1975
Al Soueity	Ryan	20144032	Amchit	11/12/1989
Frem	Marilyne	20177048	Amchit	2/8/2000
Frem	Leah	20133661	Anfeh	6/9/1994
Zeina	Gaelle	20123885	Sahel Alma	16/6/1962
Faour	Leah	20116558	Nahr Ibrahim	6/9/1962
Elam	Sarah	20162439	Jounieh	6/10/1956
Medawar	Serena	20185143	Naccache	14/1/1958
Abi Chahine	Youmna	20125701	Zouk Mosbeh	18/9/1950
Slaiby	Elisa	20181028	Naccache	14/12/1948
El Mouzawak	Mohamad	20181401	Zouk Mikael	9/8/1950
Matta	Rimane	20164697	Anfeh	5/1/1999
Matta	Jean	20142731	Adma	28/9/1986
Daher	Sarah	20136622	Amchit	16/12/2000
Ishak	Sarah	20150175	Selaata	9/11/2000
Yaacoub	Tony	20168308	Chekka	22/1/1977
Faour	Leah	20174071	Jounieh	21/3/1981
Yaacoub	Elisa	20182402	Zouk Mikael	9/4/1958
Frem	Marianne	20136530	Amchit	29/12/1946
Al Soueity	Dennis	20165273	Dorms	7/8/1980
El-Alam	Serena	20145262	Zouk Mikael	26/11/1977
Haroun	Tonia	20152650	Amchit	28/11/1955
Abou Younes	Youmna	20125039	Dbayeh	9/1/1968
El-Alam	Yara	20174108	Chekka	12/12/1953
Issa	Peter	20141893	Amchit	14/1/1968
Al Hallak	Joe	20129015	Tripoli	14/4/1955
Alkhuder	Tonia	20143567	Zouk Mosbeh	10/10/1950
Bou-Khalil	Sarah	20163554	Zouk Mikael	27/7/1974
El Teress	Alexandro	20174091	Selaata	31/4/1981
Bou-Khalil	Farah	20151118	Anfeh	26/10/1958
Bou-Khalil	Lea	20123215	Awkar	10/12/1970
Al Rassi	Dennis	20176888	Zouk Mikael	4/9/1995
Youssef	Marilyne	20189932	Chekka	25/8/1965
Issa	Farah	20175653	Naccache	23/10/1976
Alkhuder	Joseph	20175258	Anfeh	11/6/1958
Al Soueity	Sarah	20134103	Chekka	27/11/1968
Sfeir	Peter	20136735	Naccache	15/9/1960
Alkadri	Yasmine	20153681	Anfeh	26/6/1976
Issa	Yasmine	20187679	Chekka	3/6/1949
Abi Younes	Tonia	20174027	Jounieh	24/5/1973
Matta	Peter	20146813	Amchit	30/11/1982
Faour	Dennis	20131618	Zouk Mosbeh	17/3/1987
Assaf	Mohamad	20131057	Anfeh	29/6/1947
El Teress	Youmna	20163424	Dbayeh	12/11/1993
Hachem	Joe	20137493	Selaata	21/4/1970
Alkhuder	Mohamad	20155508	Batroun	6/2/1979
Alkadri	Ramza	20174806	Dorms	30/8/1959
Youssef	Joseph	20113000	Amchit	9/4/1975
Rizk	Romy	20145545	Naccache	10/7/1990
Zarifeh	Rimane	20120183	Tripoli	11/5/1965
Assaf	Nour	20152520	Tripoli	10/1/1956
Assaf	Ahed	20119944	Amchit	17/9/1978
Assaf	Christopher	20138408	Dbayeh	6/1/1949
Sfeir	Tonia	20110837	Zouk Mikael	11/12/1985
Abi Chahine	Alexandro	20151565	Batroun	1/6/1949
Anastasiou Bountoktzi	Ryan	20138207	Anfeh	11/8/1948
Ishak	Maria	20137896	Dbayeh	24/6/1959
Samarani	Marianne	20172214	Zouk Mosbeh	29/4/1987
Medawar	Joseph	20161212	Blat	7/7/1987
Youssef	Francesca	20158682	Anfeh	19/11/1962
Faour	Leah	20187980	Naccache	28/11/1996
Alkadri	Ryan	20170932	Dbayeh	4/12/1998
Doumiati	Jean	20186947	Naccache	24/10/1992
Abi Chahine	Dennis	20180230	Chekka	5/3/1997
Elam	Youmna	20154936	Nahr Ibrahim	14/11/1985
Rizk	Christopher	20162290	Byblos	30/7/1964
El Teress	Dennis	20123439	Selaata	16/6/1945
Slaiby	Louis	20153669	Zouk Mikael	28/6/1962
Assaf	Louis	20129437	Anfeh	30/5/1975
Haroun	Layla	20153638	Anfeh	22/1/1950
El-Alam	Yasmine	20172403	Amchit	3/12/1953
Rizk	Jad	20161990	Byblos	29/10/1955
Abou Younes	Mohamad	20184476	Jounieh	19/10/1981
Frem	Francesca	20170678	Dorms	6/4/1959
Chayban	Youmna	20183352	Awkar	29/8/1959
Hachem	Christopher	20181648	Zouk Mikael	11/12/1982
Rizk	Tonia	20128225	Nahr Ibrahim	25/10/1997
Doumiati	Peter	20148116	Zouk Mikael	28/9/1983
Daher	Lamia	20166050	Nahr Ibrahim	5/10/1951
Zeina	Farah	20148058	Anfeh	26/5/1955
El Mouzawak	Rouba	20169246	Dorms	27/5/1950
Alkhuder	Marilyne	20174143	Chekka	26/1/1982
Abi Akl	Rouba	20182653	Chekka	22/10/1982
Haroun	Leah	20122931	Batroun	16/7/1960
Faour	Layla	20150091	Batroun	22/3/1961
Yaacoub	Youmna	20175199	Dbayeh	2/7/1946
Abou Younes	Maria	20121607	Zouk Mosbeh	22/9/1975
Bou-Khalil	Yasmina	20163496	Batroun	12/4/1979
Slaiby	Louis	20131526	Dbayeh	3/3/1980
Slaiby	Christopher	20136869	Dbayeh	13/4/1985
Elam	Ahed	20175496	Awkar	21/12/1959
Al Hallak	Lea	20166573	Batroun	7/4/1952
Alkhuder	Maria	20169451	Sahel Alma	17/4/1975
Zarifeh	Yasmine	20181640	Tripoli	20/9/1968
Chayban	Romy	20166080	Tripoli	22/1/1965
Alkadri	Elisa	20116649	Awkar	2/7/1965
Al Hallak	Alexandro	20143078	Chekka	25/3/1966
Hachem	John	20122730	Chekka	4/12/1967
Abi Younes	Dennis	20181053	Zouk Mosbeh	14/9/1965
Sfeir	Joe	20162842	Jounieh	5/11/1958
Medawar	Nour	20185158	Zouk Mikael	6/11/1974
El Haddad	Mohamad	20116995	Naccache	31/11/1964
Abi Younes	Francesca	20184454	Byblos	30/10/1959
Abi Akl	Lea	20130727	Anfeh	11/2/1956
Al Soueity	Jad	20149131	Amchit	26/4/1976
Zeina	Romy	20147947	Batroun	11/8/1998
Abi Akl	Layla	20166423	Sahel Alma	11/5/1946
Samarani	Ahed	20120595	Byblos	8/3/1988
Frem	Marianne	20171102	Naccache	3/4/1957
Medawar	Leah	20148091	Byblos	30/12/1990
Yaacoub	Romy	20123480	Chekka	19/9/1961
Abou Younes	Dennis	20185884	Tripoli	4/8/1985
Frem	Yasmina	20139008	Nahr Ibrahim	19/8/1976
Samarani	Tony	20117313	Byblos	29/10/1966
Alkhuder	Rouba	20180502	Amchit	12/9/1971
El Teress	Mohamad	20159590	Blat	18/4/1974
Youssef	Alexandro	20111869	Anfeh	9/1/1980
Youssef	Romy	20142155	Nahr Ibrahim	23/12/1997
Yaacoub	Sarah	20183715	Blat	12/11/1984
Bou-Khalil	Elisa	20171787	Sahel Alma	25/10/1970
Alkadri	Jean	20111764	Byblos	16/5/1981
Youssef	Marilyne	20142732	Zouk Mikael	6/3/1984
Haroun	Francesca	20127450	Blat	12/6/1971
Anastasiou Bountoktzi	Sarah	20132048	Zouk Mikael	30/4/1959
Bou-Khalil	Mohamad	20143676	Sahel Alma	19/11/1956
Charbel	Elisa	20171960	Adma	21/1/1990
Daher	Mohamad	20141060	Dorms	17/3/1984
Al Rassi	Romy	20114110	Blat	25/12/1964
Bou-Khalil	Jad	20126363	Blat	23/9/1982
El Haddad	Yasmina	20149350	Selaata	30/6/1990
Assaf	Gaelle	20156471	Chekka	30/11/1986
El-Alam	Leah	20162256	Anfeh	4/8/1975
El Mouzawak	Rimane	20130628	Chekka	9/2/1978
Elam	Dennis	20128630	Blat	3/7/1965
El Teress	Serena	20189647	Chekka	8/4/1995
Al Soueity	Rouba	20153917	Chekka	15/12/1974
Haroun	Farah	20140849	Selaata	22/6/1948
Frem	Jad	20164982	Byblos	6/7/1962
Haroun	Yasmine	20174911	Jounieh	9/9/1973
Alkadri	Christopher	20130195	Dorms	28/8/1973
El-Alam	Layla	20120965	Naccache	14/4/1983
Zarifeh	Tony	20140197	Selaata	22/10/1973
Samarani	Nour	20175090	Batroun	15/2/1983
Abi Akl	Dennis	20154737	Anfeh	12/6/1948
Daher	Yara	20117891	Dbayeh	27/10/1965
Yaacoub	Tony	20129598	Jounieh	19/12/1964
Kmeid	Mohamad	20177978	Zouk Mosbeh	20/6/1998
Alkadri	Marianne	20123098	Dbayeh	26/7/1980
Abi Chahine	Jean	20173226	Selaata	14/12/1970
Kmeid	Tony	20153109	Selaata	28/7/1971
Bou-Khalil	Tony	20116195	Dorms	21/4/1976
Samarani	Peter	20139189	Jounieh	23/10/1985
Anastasiou Bountoktzi	Yasmina	20121922	Byblos	25/3/1958
Elam	Rimane	20170364	Selaata	8/10/1980
Chayban	Tonia	20115543	Zouk Mosbeh	28/4/1945
Bou-Khalil	Leah	20166236	Naccache	25/4/1960
Samarani	Rouba	20133237	Dorms	14/5/1975
Frem	Tony	20152559	Awkar	8/10/1981
El Mouzawak	Jad	20131984	Jounieh	2/11/1988
Abou Younes	Lea	20117195	Batroun	13/11/1995
Samarani	Tony	20158827	Selaata	31/10/1948
El Mouzawak	Tony	20178923	Dbayeh	14/8/1945
El Teress	Serena	20147450	Nahr Ibrahim	16/4/1989
Ishak	Yasmina	20134351	Nahr Ibrahim	27/7/1980
Abou Younes	John	20185372	Batroun	16/9/1991
El Haddad	Romy	20156194	Amchit	25/8/1968
El Teress	Serena	20184574	Zouk Mosbeh	21/9/1990
Anastasiou Bountoktzi	Dennis	20142639	Byblos	28/2/1964
Anastasiou Bountoktzi	Rouba	20172219	Nahr Ibrahim	20/10/1952
Matta	Tony	20172254	Naccache	19/4/1949
Frem	Frederick	20166823	Zouk Mikael	2/5/1948
Abi Chahine	Peter	20116200	Blat	31/4/1998
Chayban	Sarah	20131079	Byblos	9/9/1965
Abi Younes	Nour	20149615	Chekka	13/1/1999
Matta	Lea	20171230	Anfeh	24/10/1999
Faour	Joseph	20179854	Awkar	15/4/1954
Matta	Gaelle	20139595	Tripoli	30/1/1996
Frem	Rimane	20164131	Byblos	8/2/1998
Bou-Khalil	Lea	20173511	Nahr Ibrahim	26/7/1967
Samarani	Dennis	20148363	Naccache	29/6/1964
Elam	Alexandro	20188791	Naccache	23/7/1949
Doumiati	Jad	20183981	Zouk Mosbeh	18/6/1950
Youssef	Maria	20187188	Dbayeh	23/12/1982
El-Alam	Yara	20157503	Tripoli	13/12/1980
Frem	Joe	20112809	Dbayeh	13/12/1964
Issa	Frederick	20187563	Selaata	22/8/1981
Assaf	Jean	20181156	Dbayeh	22/8/1957
Sfeir	Alexandro	20121321	Blat	2/6/1966
Abi Chahine	Joseph	20147494	Chekka	27/5/1991
Abou Younes	Ramza	20113065	Chekka	21/6/1967
El Haddad	Jean	20132652	Nahr Ibrahim	12/10/1965
Hachem	Mohamad	20189935	Zouk Mikael	1/2/1989
Haroun	Rimane	20141022	Zouk Mosbeh	2/3/1978
Zarifeh	Ghady	20111056	Zouk Mikael	29/4/1962
Bou-Khalil	Romy	20147673	Anfeh	26/10/1978
Abi Chahine	Alexandro	20143162	Adma	3/9/1966
Faour	Yasmine	20137214	Tripoli	1/3/1991
Abi Akl	Nour	20121684	Tripoli	4/12/1950
Daher	Joe	20143974	Blat	7/3/1978
Ishak	Francesca	20182451	Zouk Mosbeh	7/12/1965
Sfeir	Romy	20149964	Batroun	18/1/1992
Hachem	Leah	20181616	Batroun	8/2/1986
Abi Younes	Yara	20139054	Jounieh	9/7/1974
Slaiby	Sarah	20160961	Adma	25/3/1972
Sfeir	Sarah	20124980	Tripoli	6/6/1988
Chayban	Joseph	20125025	Byblos	4/8/1994
El Haddad	Lamia	20144623	Adma	26/4/1960
Medawar	Gaelle	20143319	Nahr Ibrahim	1/11/1951
Frem	Lamia	20185822	Adma	24/11/1995
Samarani	Ramza	20115712	Selaata	12/8/1988
Al Hallak	Dennis	20181560	Amchit	12/11/1994
El Teress	Ahed	20116651	Adma	6/1/1986
Rizk	Layla	20169525	Amchit	19/8/1961
Kmeid	Rouba	20188165	Chekka	11/4/1965
Matta	Yasmine	20182756	Naccache	27/4/1972
Assaf	Mohamad	20111006	Byblos	18/5/1988
Daher	Maria	20110560	Selaata	23/7/1968
Alkadri	Alexandro	20116226	Amchit	15/7/1950
Slaiby	Yasmine	20140448	Awkar	23/9/1971
Charbel	Rimane	20180041	Batroun	1/6/1969
Bou-Khalil	Tony	20175570	Tripoli	11/7/1969
Anastasiou Bountoktzi	Joseph	20180905	Adma	7/7/1990
Abi Chahine	Yasmina	20149781	Chekka	19/10/1964
Alkhuder	Lamia	20112385	Batroun	12/5/1988
Abi Younes	Joe	20143021	Tripoli	5/4/1981
Medawar	Maria	20162954	Nahr Ibrahim	27/8/1970
Samarani	Lamia	20141929	Amchit	21/12/1987
Zeina	Joseph	20116219	Adma	31/10/1974
Doumiati	Louis	20142710	Tripoli	26/6/1973
Abi Akl	Ahed	20118296	Awkar	12/10/1978
Alkadri	Marilyne	20170250	Batroun	15/11/1969
Youssef	Yara	20179098	Sahel Alma	7/8/1969
Samarani	Yara	20151614	Naccache	30/4/1950
Zeina	Tonia	20119783	Naccache	15/11/1963
Chayban	Jad	20127763	Naccache	31/11/1961
Samarani	Rouba	20176688	Dbayeh	21/8/2000
Medawar	Joseph	20154629	Zouk Mosbeh	22/10/1986
Ishak	Elisa	20122705	Dbayeh	11/5/1971
Daher	Yara	20166610	Jounieh	15/3/1993
Al Rassi	Tonia	20123788	Blat	29/4/1997
Charbel	Leah	20179775	Zouk Mosbeh	24/8/1957
Matta	Jad	20156826	Dorms	19/2/1996
El Teress	Rouba	20118140	Zouk Mosbeh	14/1/1963
Frem	Farah	20128509	Amchit	20/1/2000
Assaf	Tony	20131298	Tripoli	20/2/1995
Doumiati	Gaelle	20157111	Nahr Ibrahim	19/2/1992
Hachem	Joseph	20135170	Jounieh	1/1/1995
El-Alam	Gaelle	20161258	Dorms	1/3/1978
Alkadri	Romy	20164630	Sahel Alma	3/7/1953
Frem	Marianne	20123503	Amchit	27/10/1985
Abi Younes	Tony	20181370	Adma	29/10/1998
Issa	Mohamad	20111054	Zouk Mosbeh	24/3/1968
Anastasiou Bountoktzi	Leah	20151960	Blat	11/6/1976
Abi Akl	Tonia	20166239	Dorms	7/1/1971
Abi Younes	John	20166397	Dbayeh	6/4/1995
El Teress	Tony	20150486	Naccache	8/12/1989
Zarifeh	Lea	20119540	Anfeh	1/5/1999
Youssef	Ramza	20163278	Blat	31/6/1953
Zarifeh	Leah	20181190	Amchit	5/6/1961
Ishak	Serena	20186681	Amchit	10/8/1977
Sfeir	Youmna	20169884	Dbayeh	18/6/1960
Abi Chahine	Ahed	20182576	Dbayeh	10/2/1963
Yaacoub	Ramza	20152779	Byblos	7/8/1993
Abi Chahine	Frederick	20158645	Anfeh	17/3/1960
Yaacoub	Joe	20139330	Byblos	25/10/1960
Abou Younes	Nour	20189317	Zouk Mosbeh	23/10/1970
Alkadri	Lea	20131918	Byblos	1/9/1999
Faour	Frederick	20180847	Zouk Mosbeh	5/2/1974
Assaf	Francesca	20118896	Amchit	22/8/1979
Alkhuder	Joseph	20141015	Zouk Mikael	23/6/1992
Zeina	Christopher	20157629	Amchit	13/1/1978
Anastasiou Bountoktzi	Joseph	20114090	Dorms	23/2/1975
Zarifeh	Gaelle	20173693	Adma	24/9/1960
Ishak	Yasmine	20141236	Jounieh	29/6/1965
Ishak	Rimane	20137903	Awkar	13/3/1985
Sfeir	Yasmine	20181083	Adma	14/3/1957
Abi Younes	Ahed	20110833	Dbayeh	21/1/1957
Medawar	Yara	20133420	Zouk Mosbeh	1/11/1983
Ishak	Gaelle	20149150	Batroun	21/11/1980
Al Soueity	Frederick	20136686	Byblos	5/2/1966
Al Soueity	Mohamad	20110747	Dorms	28/1/1981
Daher	Jean	20181178	Dbayeh	8/10/1957
Daher	Jad	20166221	Blat	31/11/1970
Doumiati	Peter	20171493	Awkar	26/12/1975
Yaacoub	Tony	20120016	Zouk Mosbeh	6/1/1954
Haroun	Jean	20125131	Zouk Mikael	7/8/1984
Faour	Serena	20147825	Adma	6/2/1982
Sfeir	Lamia	20116028	Naccache	1/12/1986
Ghamrawi	Francesca	20127174	Zouk Mosbeh	18/8/1965
Frem	Jad	20136146	Byblos	19/6/1989
Frem	Marilyne	20178407	Adma	17/11/1959
Daher	Sarah	20154064	Byblos	1/7/1945
Elam	Joe	20153073	Chekka	11/10/1958
Alkadri	Dennis	20138902	Jounieh	17/1/1970
Al Rassi	Yara	20150874	Chekka	31/8/1993
Chayban	Rimane	20165615	Sahel Alma	29/11/1953
Medawar	Joseph	20161700	Chekka	13/5/1987
Al Rassi	Joe	20155114	Anfeh	30/7/1971
Sfeir	Francesca	20172994	Naccache	8/5/1968
Sfeir	Nour	20188390	Naccache	14/10/1998
Doumiati	Marianne	20122937	Amchit	30/4/1991
Al Rassi	Yara	20117691	Batroun	6/3/1962
El-Alam	Yara	20188033	Zouk Mosbeh	10/11/1972
Medawar	Marianne	20162623	Dorms	21/2/1945
Assaf	Ahed	20143624	Dbayeh	28/11/1946
Issa	Peter	20177462	Nahr Ibrahim	14/12/1960
Haroun	Ryan	20128548	Amchit	27/8/1988
Chayban	Youmna	20168426	Dbayeh	29/9/1975
Frem	Sarah	20127622	Zouk Mosbeh	31/12/1976
Sfeir	Nour	20113584	Byblos	4/1/1955
Doumiati	Joe	20169174	Zouk Mikael	16/1/1957
Al Rassi	Jean	20157204	Selaata	19/5/1992
El-Alam	Francesca	20167438	Tripoli	17/5/1999
Assaf	Gaelle	20157908	Adma	8/4/1959
Ghamrawi	Lea	20155859	Anfeh	20/7/1946
Medawar	Ramza	20126077	Chekka	21/8/1969
Sfeir	Joseph	20111927	Zouk Mosbeh	13/9/1962
Slaiby	Tonia	20121360	Byblos	30/9/1972
El Mouzawak	Serena	20166136	Dorms	1/2/1967
Daher	Christopher	20168212	Dorms	28/2/1997
Kmeid	Christopher	20171685	Zouk Mosbeh	29/5/1963
Ishak	Mohamad	20130810	Tripoli	25/11/1996
Faour	Dennis	20163968	Sahel Alma	31/1/1957
Charbel	Marilyne	20128264	Dbayeh	28/7/1956
El Mouzawak	John	20124634	Naccache	9/5/1987
Elam	Rimane	20146913	Awkar	21/8/1948
Hachem	Lamia	20124919	Nahr Ibrahim	21/12/1981
Samarani	Marianne	20184990	Dbayeh	6/9/1990
Zarifeh	Joseph	20139901	Zouk Mikael	2/11/1961
Abou Younes	Tonia	20125555	Sahel Alma	18/1/1963
Haroun	Layla	20178690	Adma	4/12/1948
Frem	Rimane	20138801	Selaata	25/3/1988
Medawar	John	20144168	Dorms	1/1/1952
Zarifeh	Farah	20185397	Nahr Ibrahim	10/5/1977
Medawar	Layla	20165319	Byblos	8/1/1961
Abi Akl	Francesca	20149699	Jounieh	18/5/1956
Rizk	Alexandro	20168406	Nahr Ibrahim	1/9/1990
Al Rassi	Jad	20186658	Dbayeh	14/8/1967
Ghamrawi	Elisa	20139459	Selaata	30/10/1960
Medawar	Marilyne	20178917	Byblos	3/11/1992
Anastasiou Bountoktzi	Layla	20157687	Sahel Alma	22/9/1977
Al Hallak	Farah	20122020	Selaata	23/1/1986
Zarifeh	Jean	20154830	Anfeh	26/1/1999
Issa	Mohamad	20116668	Tripoli	1/11/1980
Abi Chahine	Joe	20114083	Zouk Mosbeh	28/2/1972
El-Alam	Yasmina	20184614	Zouk Mosbeh	4/4/1983
Al Hallak	Rouba	20126686	Jounieh	27/6/1956
Faour	Lea	20142515	Sahel Alma	14/11/1993
Matta	Maria	20118945	Sahel Alma	29/3/1999
El Teress	Ramza	20152055	Jounieh	19/3/1999
El Mouzawak	Elisa	20186039	Byblos	22/11/1952
